cell_type_l4	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
CD4_Th1-like_GZMK	0.011567092479495833	-0.001635146035090869	-0.0008075025249477644	-0.0003100787335113765	-0.0005581447028577971	0.0009326897244136663	0.00013270611570123382	0.0005947291593388989	0.0002536609655005265	-0.00015347292746840143	-0.0002937966170109311	-0.0002755045601222573	-4.134152607250204e-05	4.0690425967474704e-05	3.2939087318150714e-05	-6.089228445798022e-05	-5.0363745395273085e-05	-3.14074582869729e-05	3.450061125138054e-05	3.2053317409930865e-05	2.3405886669671587e-05	-2.4084451039605416e-05	5.163093327708352e-05	-2.2212520958951425e-06	3.9070661643206054e-05	-9.172545672065994e-05	9.893410415420693e-05	8.362058510653965e-05	-8.352419229911919e-07	4.3295099456294e-05	4.83129106295578e-05
CD4_Th17-like_RORC	0.011773053855068771	-0.0012905139316929702	-0.0011425618805869506	-0.0004983649114564272	0.00014566846924246935	0.0005459327946177012	0.00026079716891094806	0.0007079053843296469	8.781249066581461e-05	-0.00027296461373894047	-0.0003015393770258446	-0.0005165200505345512	0.00021640901429430384	0.00014485877575131804	-8.07443159841638e-05	6.385484280032865e-05	-8.087222564508558e-05	-5.1832596983080504e-05	9.90699816364012e-05	0.00023422640878938163	4.725038341300773e-05	-4.7388841892877414e-05	-7.347880536069487e-05	-0.00010645127229299078	-0.00017871525061664443	2.0481193363113298e-05	-4.6490812097630505e-06	0.0001287022294783901	2.4449169470900288e-05	-0.00013752079291249564	-7.622840095268049e-06
CD4_Th22-like_CCR10	0.011809657964440012	-0.0016676562209455008	-0.0011027199740350374	-0.00034477277980491283	-0.0001782438101852811	0.0013839406059687198	0.00015052198247680957	0.0010781760363978033	-0.0002338517280664289	-0.00019467516024674255	-0.0002246275423628672	3.296541630906948e-05	7.52747360217763e-05	-6.812056628181565e-05	-0.00019344692376798434	-0.00017129040009445875	-0.00034625847819977844	-8.598410345128121e-05	0.00010334106086360173	0.00018955316097873018	-0.00017708058604906052	-9.376189932485288e-05	-5.038273541748197e-05	-6.469183847620505e-05	-2.0006355603084357e-05	-1.6009326826336795e-05	5.906062123922116e-05	1.3880183790175506e-05	2.305643954435339e-05	-0.00015116327987563686	-2.2635471838324335e-05
CD4_Th_CCR4	0.011665435477766987	-0.0013491181741120987	-0.0011670831574280085	-0.000915126095024377	-0.0011167158749118373	0.0006536549204802495	-0.00010261050827906221	0.0007065033916741368	-0.0002802335623066388	0.00013719478565962532	-5.941913524238458e-05	0.00015797918615633667	1.26619261443585e-05	-4.166199691662839e-05	-8.753367606117276e-05	-9.025045684022139e-05	-0.0001223542131911139	-8.478468520562311e-05	6.749541946356831e-05	-1.4403770523463822e-05	-0.00010071803026269513	-5.342103943185153e-05	3.8241380747525185e-05	-1.856362361221313e-05	-3.6126088780656965e-05	-4.313583910905794e-05	7.352446548468805e-05	-1.7736243768474645e-05	6.678461846663067e-05	-2.39999265379757e-05	8.101491553186925e-06
CD4_Th_LMNA	0.01185250538323751	-0.0012900690221618707	-0.001150522305786059	-0.000841069180035295	-0.0007277971293281665	0.0006503765523564991	0.0002052357404186545	0.0008557117749923224	-8.87228747686292e-05	-0.00018806079666761313	-9.408766758523665e-05	-0.00012787186074481914	0.00015417396055923801	-1.668409359126965e-05	-0.0001501349864126652	-0.00010271300352886594	-0.00018340016926796064	-0.0001330191358933216	4.281185244454017e-05	5.6679901961770996e-05	-0.0001254984292009413	-2.2069635552268497e-06	0.00010853182328346988	-1.4777031588409815e-05	-3.783116510648807e-05	-5.4466387780104776e-05	1.8503983069951363e-05	9.351708971205859e-05	7.96349982188037e-05	-0.00013047004894027915	-6.050863582847308e-05
CD4_Th_TNFRSF11A	0.012097232766767203	-0.0014036127543316282	-0.0015022265934814517	-0.00028469704916462624	0.0003920535427868852	0.0009537043107947764	0.0003975617760304742	0.00048547378401941747	6.369303715942708e-05	-0.00011224221338699566	-2.9419908317386405e-06	-0.00032545602960030084	8.034688323045849e-05	-8.117977845861499e-06	-9.590947892788724e-05	4.3352251345419054e-05	-4.8037100646537214e-05	1.0786389166007147e-05	4.242641224679759e-06	0.00015233668306814332	-0.00021016911055451927	-0.00010328610315197206	1.3099786882311567e-05	-9.24949416274105e-05	-0.00019165218405130908	-3.0882932241252625e-05	0.00012293213922924475	5.521910706696372e-05	1.3661547784699682e-05	-0.00010078190701179532	-2.5441105123305544e-05
CD4_Tn_CCR7	0.011619742717683037	-0.000947638537442716	-0.002427507982487865	-0.00032824513359750563	0.0011343975511550939	0.0003238307145701309	-2.4633792491751855e-06	-0.0013185756157643976	0.00040801417785871273	-1.4404617174768958e-06	9.229540517289171e-05	-6.875570580687459e-05	-3.62144404882108e-05	8.925621321069189e-05	0.00010621864479763121	1.0220769807078656e-05	0.00020990323454219594	0.00011765239507032838	2.4721969004020764e-05	3.900466190306911e-06	0.000215500857367454	-6.889485107976087e-05	-1.0644870367795085e-05	3.1310833953626266e-05	1.892499786842469e-05	-5.085907469992584e-06	-0.00017022129207819162	2.3083150190600705e-05	-0.00010835598929514595	3.8620189118183603e-05	6.24440505186602e-05
CD4_Tr1_IL10	0.01143962329722489	-0.0011383298644130908	-0.001206270316104955	-0.000482501981063913	-0.0005374513767314691	0.000151317410893453	-0.0003625052595093395	-0.00011499408569775541	-0.00028909490726059347	4.462753847127234e-05	0.0001806077943180904	0.0004927963464629399	-0.00018463178803922436	-0.00011412823023313567	0.00010967700241906965	-1.7484551013234478e-05	-4.0009775631311554e-05	-8.752715025847747e-05	-9.19300180670947e-05	-9.51832715533245e-05	5.607049011927046e-05	1.0090305385742203e-05	4.120375986043117e-06	4.0776020805487586e-05	6.629821591105131e-05	4.096204917811818e-05	-7.445657702941015e-05	3.54232643303599e-07	3.4517939903438786e-05	-6.141027046159729e-05	-8.057733610697751e-05
CD4_Treg_FCRL3	0.01186331327455721	-0.0009180338077036914	-0.0021421541072217274	-0.0002033935442291926	0.0014171665984157198	0.00021273065599897569	-0.00032054823935171074	-0.0003368841699949913	-0.0002561246371350196	0.0001542528848084203	0.00010042811658635603	0.000483074684267144	-0.0001439121892822672	-6.524307207929537e-05	0.00014069732195253206	-2.255868772473385e-05	0.00015562890790725344	7.72654851207834e-05	-2.194089485100187e-05	-2.826614973266777e-05	0.00021691725042889492	5.780023451344742e-05	0.00010188287017453269	-2.064969486021826e-05	5.156696267177846e-05	-2.4876981069219262e-05	6.24197671815486e-05	9.558667549994902e-05	-0.00010372033434164167	0.0002787408711912645	0.00016345113210203214
CD4_Treg_FOXP3	0.011846038163591978	-0.0010911217083955983	-0.0013225182027774259	-0.00040788901768263496	0.00041510330135834876	0.0003826679285356105	-0.00040105492793657635	0.0009109659321674728	-0.0006581937323861783	0.00012026441235578069	-0.00014159882243742583	0.0005776047731437608	-7.093373616005668e-05	-0.00013541961259911926	6.100499515465356e-05	5.792708508290624e-05	-6.981382585680436e-05	3.8661799302195986e-05	7.139831015334109e-05	-9.791162951555778e-05	-0.00011436313001716188	0.0002004829450786562	-0.00011981837754373713	-0.00022257468082918777	0.00016072244999494958	0.00010840542449793633	-3.711777251105405e-05	-8.984128689902276e-05	8.727753896111872e-05	0.00023915983636521465	-0.00012479795213410743
CD8_CTL_GZMB	0.011698277992959647	-0.0018038876092863632	0.002289947315433292	0.00038137997319997557	0.00011902411231487853	-0.0005994089256693768	-0.001308831862791887	1.6249137141482205e-05	2.696323429475592e-05	-6.646541289793978e-05	-0.00010349983090456644	0.0001211381621450608	0.0001323301460462566	-3.957373153688078e-05	-0.0004131082819844761	-2.3814401921801172e-05	0.00013262370775374082	0.00014857031696009887	0.00010626323720783829	7.875326124530914e-05	4.408796574229115e-05	0.0001457964054789911	7.367912481558466e-05	1.949053794196542e-05	-5.127603748678398e-06	-0.00010703865075364743	-0.00010337359101064933	0.0001291469802386129	-7.748890368046776e-05	1.5920562501584943e-05	8.680762866453697e-05
CD8_CTL_GZMK	0.011664770163927998	-0.0020415019524188337	0.0008387858771010052	0.00020502790685797515	-0.0009258787862176147	0.0006719779718410582	-0.00014781964928076936	0.000524384659732724	0.0004926384608120243	-0.00025692775430022753	-0.0005581781257493411	-0.00046613846330863343	-0.0001444439302044489	-5.106687186360775e-05	8.799757579152311e-05	0.00015506658148537267	0.00010837215265785244	-4.155508295426164e-05	-3.4750973571451706e-05	5.745679904209777e-06	8.4516283629559e-05	-3.046827773026315e-05	-4.923829403686816e-05	9.52092217460452e-05	3.586337516058797e-05	-8.069523240483123e-05	9.88288441661891e-05	2.7305502813514714e-06	-6.374804759652183e-05	5.9970161124925e-06	4.562128806232687e-05
CD8_CTL_IFI44L	0.011533886977543133	-0.0008888368826082279	-0.0005209002850418117	-0.0011517196635572322	-0.0015874465673450912	-0.0006551282905138804	-0.00030813587769865916	-6.446196391207545e-05	-0.0002331125668279635	0.00013748749232078892	0.0003125133588957081	-0.0003841654369789837	-9.379778161034238e-05	1.3163239426249237e-05	0.00019196752606205386	0.0001541706936347273	4.628778158847748e-05	-2.257523389681798e-05	-0.00013488258718541803	-0.00014630343298657116	5.6634429382947086e-05	-0.00010377138890843815	4.130197492350245e-05	7.44370725616517e-05	6.823613050637402e-05	1.2705426219485478e-05	8.253545198187866e-05	-8.806210553656363e-06	-3.169251301559041e-05	8.114841528654451e-05	9.711985582647232e-05
CD8_Tcm_IFI44L	0.011218399200318611	-0.0006961044699687004	-0.0019937184703208892	-0.0011517536040686063	-0.0009290093963347868	-0.0003999750259805835	-0.00014230717448437627	-0.0014654571743928921	1.4099743368389058e-06	3.124117619116068e-05	0.0005598085898352039	-9.19646431077353e-05	7.196590527798144e-06	3.834816902956502e-05	5.338577725885962e-05	3.3433938392188223e-07	0.00012061998257870498	-1.4882777326964392e-05	-0.00010365872613567203	-0.00012498335396654987	6.282488377162884e-05	-3.827731745325004e-05	2.3101432652735437e-05	-2.873793150511012e-06	-4.466863052714798e-05	-6.381731032032491e-06	-4.670992789261032e-05	-1.0959098322403123e-05	1.7154740873510536e-05	-2.302367849867655e-06	-3.0378252381094132e-05
CD8_Tem_CCR7neg	0.011599505062515393	-0.0018933703157206015	0.0008809196842972838	0.00042246460795488977	-0.0005267947069573428	0.00018710815979657667	-0.0003920687754679538	2.2326659356321925e-05	0.00023797381139006277	-5.755755776262235e-05	-0.00029564711049192926	-7.088389895319508e-05	-0.0001852099746182864	-3.8891358450103154e-05	0.00010070441056039695	0.00012673973649188173	0.000145998681587563	5.4551129223224826e-05	-7.125363007568849e-05	-0.00012895636105046473	0.00015015963451163464	9.48206323094083e-05	5.185570789226671e-05	2.1337526947390635e-05	0.00013215474440420383	-1.0319043477871293e-05	-2.1942283271272718e-05	-0.000134271757217299	1.4358550188079175e-05	5.263641793372192e-06	-0.00013797914729820257
CD8_Tn_CCR7	0.01151105790216761	-0.0011994951963950854	-0.0021020707989530805	-6.887207975046518e-05	0.0006472596995453823	0.0005792975273253789	0.00016674713096688116	-0.001744995215006494	0.0004095802532420066	-0.00010987848873626268	0.0004988849885860634	6.224613519806588e-05	-6.783615953317219e-05	1.715817154286212e-05	6.090820724040576e-05	3.354667154666152e-06	9.569883696798238e-05	0.00012214742907520976	-0.00022326732663532762	-8.041094954956366e-05	0.00018803424639272297	-0.00012105538992557466	-5.142640293144577e-05	5.3465881865491246e-05	-3.4457350477533164e-05	-2.1071800728598943e-06	-0.00011482041256504471	-1.7265473471824052e-05	-4.2978419722996756e-05	-4.633856467625343e-05	-7.29640777896283e-05
Proliferative_NK_MKI67	0.012332573261625512	-0.000238248094325253	0.001809248385805271	-0.0002394725910575189	0.0013990984193175693	-0.0021256652911952785	0.0003654194602100447	-0.00019059399841990954	-0.0003316492015920165	0.00021628997712858935	4.222053951745401e-05	0.0003732623061366257	-1.4319013620368029e-05	0.00010476802734899268	3.059067015910181e-05	-1.1669444693267032e-05	-6.191886697236659e-05	-7.617170628267671e-05	0.0001231084529279076	-1.9731828332640816e-05	-2.8260204720606834e-05	1.2309984950200553e-05	9.121805425091657e-06	0.00015136933803194737	-0.0001186295092912985	-5.956339124803668e-05	8.136666792941382e-06	-9.185247419160695e-05	0.0003054974254478773	-0.0002107562036854156	-0.0001168117077199942
Proliferative_T_MKI67	0.012493626907901454	-0.0005280919710225565	-0.001095600277358638	-0.001099413928314351	0.00019754966031805494	-0.0010730172334757365	-0.00047029770257495844	0.0008783151663612958	-0.0008179733196491733	0.0001006153138578015	0.000447601873024499	0.0005541140856116447	5.5566502146005064e-05	5.6198375795181445e-05	-1.520567112258915e-05	-7.033108202372635e-05	-0.0001208669934373565	4.615932476887787e-05	8.817392319108934e-05	-8.584657977129573e-05	-0.0001819247272709694	9.295961839842047e-05	7.557909126364801e-05	-8.510168505878177e-05	3.7072937876733226e-05	7.956910744053718e-05	-0.00011398823559143302	-0.00013621645561738693	0.00012229445109641422	0.00011445892224477558	4.0627863464788964e-05
HSPC_CD34	0.007411366502012415	0.0010454915520632401	0.00020119135129885324	-0.0005243992228966519	0.00011676503852906828	3.600872373432724e-05	0.00026925654917746793	-0.0006683433268551118	-0.00041738920579764867	4.271805404176167e-05	-0.00010594733810698611	-0.00023918841971311413	0.0003918810208820899	3.5621531852623936e-05	-0.0002671478409511839	-5.709674064109828e-05	-0.0002560854435203994	-5.050149222120311e-05	0.00026333160833456204	0.0003736228968221451	-0.0001465536170431673	0.0001287296099453758	1.5012061768509644e-05	-0.0001381788178290239	-0.00014178465547909786	1.876658372948492e-05	6.915695393172175e-05	-0.00018262529557190002	-3.853322341228874e-05	-0.00011812950741675624	-0.00013196648492971736
ILC2_IL2RA	0.011385470865421028	0.0004397283929637854	0.0005219391059970999	-0.000908675120207354	-0.0001774351536308568	-0.000732857990743807	0.003149918148907523	0.00011983135428765292	-0.0006413066015180722	0.00033573362300980526	-0.0005865469514370919	0.0004926171795889266	0.00024247025830043324	0.00026262141946068645	-0.0002203765545769184	-0.00020155002122533016	-0.0002438984230724177	-9.513283012877453e-05	0.00015278835774581328	0.0002964840909394199	-5.978697257009849e-05	-5.241346999177216e-05	-6.275725520061624e-05	-6.779047889803628e-05	-9.218015244722924e-05	-0.00013858170375178933	-7.665314088387188e-05	0.00015544785338278855	-9.615570286259541e-05	7.389250823448757e-05	-3.615876648848228e-05
MAIT_SLC4A10	0.011612308522965471	-0.0016582880968606223	0.0008055701349600476	-4.303714241178948e-05	-0.0009394102758696126	4.5425288066363216e-05	0.00020654519948595942	0.0002929263906588062	0.0002448408184561339	-0.0001935372348958266	-4.7171416270047443e-05	-0.0007839481057789468	-4.067767661914353e-05	3.355433065846179e-05	0.00012562072937548523	0.00024044856769218757	0.00014058213065772714	-2.2204025426348397e-05	3.187515378784266e-05	-7.706045628947914e-05	0.00016907767377560801	-0.0001676821339512131	-9.524453309938934e-05	0.00019460201450449512	1.4617831492184402e-05	8.13780594521465e-05	2.2817000738790087e-05	2.4167023806833757e-05	-0.00011021938889953738	-0.00018341944555206414	-0.00014310946038606446
MK_GP9	0.011104486288165849	-0.0010354020606154228	0.001511577675709333	0.0005271801507114897	0.0004278450807342052	0.0011699075930056018	0.00027298026727415206	5.8416707613976025e-05	0.0011655666406966407	-5.880077851357829e-05	0.0011917799156362467	0.00040064002016499995	7.939371783168638e-06	0.00034688649740817967	-3.974067460411064e-05	-0.0005082185577916235	-0.0001153855628808076	-1.6078238567470372e-05	-0.00010170585893053706	0.00012339258392990907	-9.453963573044905e-05	-9.394920903687045e-05	-0.00028863880685377273	0.000102179549795816	0.00014700364704698176	-0.00019836027520414394	0.00011996612233064659	-0.00010165221508679983	0.0001450482138675287	-2.0623957774440198e-05	0.00038256930872995054
Mature_NK_dim_FCGR3A	0.011401386434168478	-0.0009700038469707053	0.0029327199555858113	0.0005527385895602397	0.0005914262485681251	-0.0010774553937820807	-9.263575432569956e-05	-0.0009067692229921511	-0.00013731481995798598	7.212775184341682e-05	-0.00016623423865985774	0.0002916582202746807	-6.846195021593247e-07	-6.760992704274934e-05	3.228383713098743e-07	-0.00010303031914496136	-0.00014964325264140693	0.00010519869964459286	-4.826980854264652e-05	-8.088421534689131e-05	-0.00019902587976209008	0.00011612328870958037	4.3289121038995285e-05	-0.00015314279377552826	-2.014255215434218e-05	4.756911570499956e-05	-2.9840008070704304e-05	8.006515807866291e-05	8.548939615116342e-05	-1.0393003254045037e-05	-4.1857695411240944e-05
NKT_IFNG	0.012518303234227183	-0.0009759579231963324	0.002379045415224071	0.0002398025406583509	0.0011769342599793218	-0.0011413488629392582	-0.0001167552916424289	0.00022815329433800024	4.3764148809717834e-05	0.0001001538857425972	-5.9644894494239157e-05	-0.0006399551103605558	-0.000376742018615953	-0.00017501222876060147	0.00020519884691998455	0.0003373299191383404	-6.505786423991772e-05	0.00015212684638642602	-0.00016305964596442297	-3.399223706552859e-05	0.0002222154404080262	-7.085552720195418e-06	7.568336924617721e-05	-2.988056740260114e-06	0.00018129901242678792	5.018632905730436e-05	-0.0001928009570587158	0.00015870519023453402	0.00010444165250930502	0.00016644864205065632	2.3046842618904477e-06
NKT_NCR1	0.011405643009681323	-0.001554260088859269	0.0028407642496807942	0.0005938490106948936	0.00025211520709224664	-0.0007503171334649934	-0.001064589263356675	-0.0002129157735523601	-0.0004097845747371726	-2.1307669755237864e-05	-0.0001960953037579747	0.00022841066082686815	0.00010911749063564585	-3.865440893084963e-05	-0.00016670587302170827	1.9200028851532277e-05	0.00010220310314433769	0.00010683056669930446	-3.305275729489662e-05	0.00013216440362552408	2.1172703548978465e-05	7.29455955628457e-05	4.843579642728416e-05	-1.286380319675225e-05	2.1409682560047217e-05	0.00012506909754961336	-9.025246940195866e-05	0.00022476460198406315	-0.0001394493406888803	0.0001442497184794083	1.6782644928813146e-05
NK_bright_XCL1	0.010424463477426855	-0.00042510447644192014	0.0021917697022263943	0.00026100972490139036	-0.0007404811585577167	-0.000371939440352183	0.002208856604828467	-0.0008566539609713383	-0.00048756080009796385	0.00013862758244207162	-0.0008036931078668589	0.00022004744583275598	-2.9578444752623788e-05	3.170220647977162e-05	0.00011832173728920887	5.2860314413264345e-06	0.0001316297080031767	-5.3966349234756156e-05	3.837472630972024e-05	5.282484745537661e-06	-2.0844301287484518e-06	8.545680785803668e-05	-0.0001243365086746146	-4.335452141152202e-05	5.6485617042462724e-05	-2.828795080550225e-05	2.6793396487803326e-05	6.765837103636146e-05	5.3532313297826215e-05	-8.479123370369903e-05	1.9646326129417737e-05
Plasma_IGHA1	0.012702384785972574	-0.00019156206968092219	-0.0009756440633625135	-0.0004719615432297742	0.0018651524273739883	-0.0015981672843462544	2.3724429133374098e-05	0.0003742067511776379	5.182530074194496e-05	-7.887682618547673e-05	0.0001340387702085989	-0.0002731674515430063	0.00010918083198563949	6.275881941333445e-05	-5.978175340420102e-05	0.0001202896157775516	8.224821168931913e-05	9.211378715636077e-05	1.4179755379824447e-05	-9.741088355656448e-05	2.58208339299071e-05	-0.00010651744631258572	6.641080547750294e-05	-0.0002852431530155501	-6.629452410482905e-05	0.00020797888069298473	0.0001060494399079426	-0.00012690760693706947	-1.5533208419827785e-05	-3.9305767752895795e-05	-6.443388446167477e-05
Plasma_IGHG1	0.012421352355697022	0.0006425231130835836	0.00039281781647706245	0.000120580384766665	0.0015373733300822192	-0.0017427099628299113	0.0014161491982562563	0.0003891303099999874	-4.099207896884058e-05	-8.317711265392641e-05	-0.00011414385204780713	-0.00016876973019375232	0.00037998685487211593	-0.00020740438571623213	7.204197798942391e-05	-7.359913143041656e-05	0.00012094206860430414	-3.630294271582118e-05	3.7959811790552565e-05	-0.0001367706144411808	0.00016721432008699196	0.00015010685106071512	1.6471392992534081e-06	8.098333681114643e-05	0.00017193479816639346	-9.008596357694653e-05	-0.00017967932803714787	-6.754353459903663e-05	-0.00018815491865399793	-0.00019898992040405544	-5.8864536936332585e-05
