cell_type_l3	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Plasmablast	0.01288907198542502	-0.00023831101459574264	-0.0013607924283459433	-0.0011112658777685457	0.0009702160119287313	-0.001580048083138271	-0.00029302466259019123	0.0008973791989532494	-0.0004448340252926681	0.00010085081433331612	0.000532495589274357	0.0004976163468113158	0.00013061975116131073	1.6112826972944477e-05	-2.3741667134094002e-05	-0.00010531172834401121	-4.221889309398765e-05	1.108110737347891e-05	0.00010712644957883017	-8.994886689576427e-06	-8.020101959753539e-05	0.0001511087965506938	2.5583726788217464e-05	0.00010768622915491454	-7.292829017423412e-05	9.757719972333099e-05	8.807847698707024e-05	-0.0001559733414508743	0.0001295364761273778	-6.697411310348312e-05	-7.873699729306523e-05
Switched_Bm	0.00976955672024955	0.0027735410218101128	-0.0008967175953129024	0.00207020933713634	-0.0008210589274703968	-0.0005307334392698886	-9.718468158658268e-05	0.00043322200422212735	-8.003681439417465e-05	-3.2777956519603996e-06	-0.0002327312043216175	-2.654139437512544e-05	-3.861885547678073e-05	-4.190145688878859e-05	7.633205941369957e-05	4.1558919321831013e-05	2.3115874842553507e-05	-5.602679144935697e-05	-4.177931309455322e-05	-2.6959342635482006e-05	7.031472526090486e-05	2.931584075597903e-06	8.750422958198949e-06	0.0001034129123873136	0.00012077349494929996	-8.229450376533763e-06	-4.5574915405971335e-05	7.500500022202516e-05	5.802017278757371e-05	1.9611198176374856e-05	6.276602448516906e-05
Terminal_NK	0.011501712626496347	-0.0012066808533831056	0.0022717931014299138	0.001478166794617212	0.002464163982803266	9.937032670451397e-05	-0.00028831525051976924	-0.0004917519751494717	-0.0012114863722661716	9.324064454050048e-05	-4.556430773676699e-05	-0.00018903662855721036	-0.0001489910047398936	-9.350712661944069e-05	0.00021078409166714262	-5.939847412685788e-05	-3.517786339960088e-05	-6.71873103573404e-05	-0.0003361084954672346	-0.00024125316177406282	-0.00027248718233724786	-0.00019369431100018468	-0.00011990400491948814	0.0002371688971155137	-0.00014001729101516757	0.00011419397594695431	3.966980510907364e-05	-4.9377159950504954e-05	2.9804801199033697e-05	0.0001418555282418104	-8.556946119463888e-05
Transitional_B	0.009733168800870795	0.003046151696759614	-0.0010537633276237529	0.002558802235559046	-0.000619646719178734	-0.0002182230620524587	-9.519250801886594e-05	-0.0002593101144789498	7.263286860526221e-05	-2.363626532774964e-05	0.00011510872811886359	0.00018010077201693734	-1.4972554146364787e-05	9.122980811552169e-05	1.9625811865545734e-05	-6.845198107356333e-05	-7.183065804499109e-05	0.00011000995110696373	3.155760760310415e-05	5.215095215159461e-05	3.2159710550473286e-05	-4.0398655915326625e-05	-7.699626444127895e-05	-6.91822920379677e-05	-0.00015718926548150949	4.968815323600399e-06	1.9605777744811935e-05	-0.00010844900267445769	-2.544869093258774e-05	-8.464659844078985e-05	-5.0837636017328384e-05
Transitional_NK	0.011137528139683057	-0.0008605500560107305	0.002629291036038056	0.0005250019555179026	-0.00043105605914566474	-0.0006824863501738053	0.0012462719103714442	-0.000709074436397782	-0.00012355764970617644	0.00011576815075303243	-0.0004487929380222581	7.604286342460672e-05	-0.0002128615486158094	-3.1275600544765915e-05	0.0002530044270615899	8.302826898963477e-05	0.00010054687204929602	2.808428824835969e-05	-4.5391061770479234e-05	-0.00018439337131309917	8.410867700777147e-05	9.157175364370398e-05	1.0919268295023657e-05	-7.252124422869017e-05	4.914596104693039e-05	-3.5932430783925825e-05	-1.9383870052292254e-05	-4.324734499846231e-05	-5.571944846146961e-05	5.700318523680835e-05	7.580349187424138e-05
Unswitched_Bm	0.009657776851878	0.003034285433618478	-0.0009072954193481029	0.002566733264975208	-0.0007229774543315951	-0.0002286260159962082	-0.00027368447883495184	0.00015564160194921311	0.0001172854274689867	-1.5485398758978083e-06	-1.0031608844441054e-05	7.361723752643245e-06	-6.04688171179423e-05	-3.7787833627422316e-05	-5.1575618979757444e-05	-2.818310808157523e-05	-6.744078995115152e-05	-4.004951030924894e-06	-1.5843353323977857e-05	-1.4695267679980831e-05	-2.1270457276328705e-05	-4.0414445729440116e-05	-1.4256552845178782e-06	2.6475900841520655e-05	5.4230509031719744e-05	1.3593254268204844e-05	2.1075119456021634e-05	6.329828990280986e-05	6.028716442336039e-05	2.312891525676498e-05	2.304392545681261e-05
DC	0.006868103098280695	0.0022184525367587604	0.0009694162362956166	-0.0007489594901627185	0.00010763258204859269	0.001379007633900105	-0.00014876321026259967	-0.00028441530685992207	-4.7964307473228414e-05	-7.21058924523238e-05	0.00021592098733593237	5.2711388877466845e-06	0.0003045219643547132	-3.4149627964739976e-05	-4.349223892475111e-05	0.00017692940280973884	-0.00027126556143612933	3.6267195468482705e-05	0.0002741597821173981	0.0001311241834747934	-9.691673332655049e-05	9.839960532198391e-05	0.00013027515824458858	-0.00016458000105099948	-3.7901130020959204e-05	-5.066932914586403e-05	-9.578898697671407e-05	-4.693194732084029e-05	2.0624057608255383e-06	-5.7710566071305845e-05	-5.278740662691254e-05
cMono	0.007180476071420963	0.0030582336651857962	0.0012746160150229051	-0.0019628122636397697	0.0003718067904372349	0.0009865385101135524	-0.0001331275036109764	8.111355503691802e-05	0.00023026190136622268	-1.50334442542191e-05	1.3099109527712284e-05	-7.867370483856118e-05	-0.0001440763682744939	1.5442940671141725e-05	0.00012519474316670645	2.618303729254007e-06	0.0001257910924309423	8.649487505556263e-06	-9.964174216798948e-05	-0.00012553677156616457	9.533392805017538e-05	-3.544916114248793e-05	1.0146952077844124e-05	7.673590936326683e-05	3.263168327196845e-05	3.15579152615399e-05	4.774166090939962e-05	4.110262944795e-05	-1.5070218152083076e-05	4.878356849355711e-05	2.4997293901775815e-05
gdT1	0.011263207772565927	-0.0012240032117359755	-0.0006149345785185038	0.00028690910379987024	-0.0004760131578868556	0.0001625212244935336	0.0008285709025668319	-0.0010893142190509491	0.00023717436291434334	9.796841055053546e-06	0.0003172810333439409	0.0002873568512870676	-0.00019850369333645893	-7.586658425959937e-07	-8.930692880236462e-05	2.1450285575272224e-05	-2.267425385228592e-05	-4.7033198354489363e-05	-9.174082075142442e-05	-0.00013250021601212398	1.5256987949624246e-05	4.2997197174599566e-05	-4.795062794314762e-07	0.0001447732510603586	-0.0001121148742683704	7.312722513435149e-05	-0.00018562012114811005	-0.00013951604697075835	0.00019169031276040783	0.00017172140605840237	-0.0001211109114159713
gdT2	0.01168436251388986	-0.001769811267876192	0.0021985286289486062	0.00028018593726983636	-0.0009598747834098037	-0.00034194165524198877	-0.0002237134621261896	-6.72949069549997e-05	0.0003423583711743198	-0.00014752815902124755	0.00031895477121367304	-0.00043197439356324125	-2.0211456051930164e-05	-5.138272930842149e-06	2.5879982780989907e-05	0.00016987503432820764	0.0001681378509433055	-4.3931858792623315e-05	-9.484213994269996e-05	4.914738035948233e-05	9.798961888278844e-05	-5.535173330148332e-05	0.00011580618293660155	3.130342255069287e-05	-4.7034810604631586e-05	-3.3836526789814975e-05	4.712540860815317e-05	-1.575129920232134e-05	-8.691881248570397e-05	3.086733049887346e-05	2.4040702678570597e-05
intMono	0.0069488025336863915	0.0029846407007790136	0.0012170664194943361	-0.0017612434396464764	9.783518268273203e-05	0.0010349736424723251	-0.0001757051621888287	-3.0863029866350216e-05	0.00017193065838279518	-1.569765937865932e-05	2.81757490953706e-05	-3.7868335910777415e-05	-5.499012474496246e-05	1.212580723594155e-05	1.074571056626597e-05	-3.0096252799222014e-05	7.938847763546507e-05	-1.8921932692954876e-05	-5.893853804210942e-05	-5.384102747416666e-05	5.105650891709473e-05	-1.887276490293493e-05	-2.4810498191250458e-05	5.945818984006091e-05	1.2356122548911203e-05	2.183882593470407e-05	7.2374473591455456e-06	3.378259558742446e-05	-1.3912826922635279e-05	2.974864985399875e-05	2.5015489708525592e-05
ncMono	0.007209256475465505	0.003053067320791825	0.0012015182171422555	-0.0016745552248225977	0.00047768859721362375	0.0009896976400614096	-0.00021794837029976251	-4.476306178337387e-06	0.00018670512246103188	1.803120211704322e-05	-3.9012129002896254e-05	0.00020583227573944064	-0.00014561679480714262	-1.7722523883823302e-06	9.196616897330709e-06	-2.5308665041034333e-05	0.00010232606602323069	3.5670732810936616e-05	-3.521179111558856e-05	-7.090572322485443e-05	4.1429679368330464e-05	-3.0766546477022654e-05	-3.5332167127083867e-05	6.238200784640961e-05	4.7915510614396615e-05	9.220243290255155e-06	-3.89170281025119e-05	2.1662997493540966e-05	5.0928391827331646e-05	7.427294703202948e-05	-1.4028024991026105e-05
pre-Switched_Bm	0.009789467649714743	0.002958976728137734	-0.0009689125243777173	0.002695596684557937	-0.0004289610483834305	-0.00017931763411207724	-0.00011940628697613073	0.00033606745074761264	-0.00019103731920771679	-1.4381951003289347e-05	-9.988727749423132e-05	-0.00018896199057150971	-0.00010291040956113563	-2.1452265722040157e-05	1.4686163355519536e-05	6.654544057633021e-05	3.522926701705753e-05	-6.444747578971592e-05	-5.775386367938086e-05	-4.968210326783662e-06	2.7819167688516273e-05	-2.732639021259303e-05	-8.069453539110922e-05	0.00012662865574985716	8.871898982484467e-05	-2.4178003591836993e-05	3.322102407018442e-05	1.6745084563029457e-05	4.959929961458148e-05	2.240001297390021e-05	4.863277269873584e-05
